system_id	construct_id	junction	tag_form	replica	slurm_array_index	tpr_path	trajectory_path	gro_path	edr_path	cpt_path	log_path	tpr_exists	xtc_exists	gro_exists	edr_exists	cpt_exists	log_exists	xtc_size_bytes	final_time_ns	frame_count	native_ca_count	protein_atom_count	box_available	completion_log_has_finished_mdrun	pbc_transform_status	energy_status	temperature_K_mean	temperature_K_sd	temperature_K_drift	pressure_bar_mean	pressure_bar_sd	pressure_bar_drift	potential_kjmol_mean	potential_kjmol_sd	potential_kjmol_drift	total_energy_kjmol_mean	total_energy_kjmol_sd	total_energy_kjmol_drift
A89_2C_224_225_HA_112_321	A89_2C_224_225_HA	224|225	HA	3	20	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_HA_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	31297548	20.0	201	210	3410	True	True	mdanalysis_unwrap_center_applied	finite	299.97424249675163	1.6027773991036398	-2.7635190000000307	0.4718067216391809	137.1413870822546	-261.54141	-585097.7702086457	830.335918784107	883.1875	-476688.1497532484	1107.064951996151	-115.53125
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	1	21	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	31599828	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.02185464167917	1.5594927473171951	-1.8396910000000162	-5.902312976011993	134.9173015300605	-182.301918	-590748.8640992003	832.4376928754398	-1577.1875	-481319.23953648173	1099.5735022749086	-2248.21875
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	2	22	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	31602340	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	299.9887586851574	1.5428958252297755	2.196807999999976	3.8648852498750625	135.14678804525968	-92.109893	-590812.4290042479	855.7778532215617	486.1875	-481394.8753591954	1116.7371537841661	1287.46875
A89_2C_224_225_MAP8_112_321	A89_2C_224_225_MAP8	224|225	MAP8	3	23	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_224_225_MAP8_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	31600696	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0469385732134	1.6139009749118125	-3.552246000000025	2.9329933373313337	135.49285033144008	42.84601	-590720.9813843078	834.4952387878152	-1657.5	-481282.2071308096	1117.5788643053675	-2953.1875
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	1	24	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	39144068	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0424622988506	1.4023553765259433	3.079498000000001	8.385731253873063	118.59916120084526	-56.62464800000001	-741794.2982883558	890.9236864892175	-367.0	-606484.706677911	1167.180903781224	1021.75
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	2	25	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	39145668	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	299.99061508095957	1.3846946745902287	0.7051389999999742	-2.6448303503248374	118.2763733018652	-161.18091600000002	-741836.8487943528	875.3907645830047	1447.0625	-606550.6401174413	1158.3880431249895	1765.0
A89_2C_248_249_MAP8_112_321	A89_2C_248_249_MAP8	248|249	MAP8	3	26	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_MAP8_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	39143944	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.01049259020493	1.4000091332573088	-3.4447020000000066	3.747849042478761	119.45775530853798	-2.0130550000000014	-741860.6653235882	911.2396597236499	-2536.125	-606565.4925974513	1200.717034775251	-4089.5625
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	1	27	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	38020464	20.0	201	210	3410	True	True	mdanalysis_unwrap_center_applied	finite	300.0335022808596	1.432947285384943	3.29525799999999	-1.7130605802098955	120.10579833533268	251.120717	-719053.9144177911	908.0898975559177	-2651.25	-587565.1292478761	1201.242840932716	-1207.125
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	2	28	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	38020132	20.0	201	210	3410	True	True	mdanalysis_unwrap_center_applied	finite	300.0432234337831	1.4255817568239109	0.6611320000000092	1.1067679200399796	121.19491794787062	413.55523700000003	-719035.6066966517	907.4180503636444	-3306.4375	-587542.5600637181	1201.6750520001362	-3016.6875
A89_2C_248_249_HA_112_321	A89_2C_248_249_HA	248|249	HA	3	29	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_248_249_HA_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	38022004	20.0	201	210	3410	True	True	mdanalysis_unwrap_center_applied	finite	300.0264250409795	1.422729650189505	-0.00033600000000433283	-3.003123145427286	119.55835106404892	232.18361600000003	-719018.8002561219	905.9985720782483	-3047.25	-587533.1167228885	1182.631720019012	-3047.4375
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	1	30	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	31018572	20.0	201	210	3354	True	True	mdanalysis_unwrap_center_applied	finite	300.08689472913545	1.575637960253195	2.3698119999999676	-0.9147400644677665	136.09293086755838	-243.31330099999997	-580888.0103385807	819.3082845649324	28.1875	-473424.4744034233	1084.9601414991478	876.84375
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	2	31	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	31021300	20.0	201	210	3354	True	True	mdanalysis_unwrap_center_applied	finite	299.986478846077	1.6304462367568422	-2.7562860000000455	1.8491083733133429	135.24339204549915	-310.193318	-580748.0445714643	821.3273451465245	-2555.75	-473320.46776611696	1116.640506940239	-3542.78125
A89_2C_203_204_G196_minimal_112_321	A89_2C_203_204_G196_minimal	203|204	G196_minimal	3	32	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_203_204_G196_minimal_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	31024128	20.0	201	210	3354	True	True	mdanalysis_unwrap_center_applied	finite	300.0067932808596	1.6278567527994003	3.528808999999967	-6.486640088455774	140.1146976795615	-345.116452	-580803.6246251874	809.9067731988027	-154.25	-473368.77320714644	1089.9363947460506	1109.4375
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	1	33	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	37280852	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0859205642179	1.3988619137268645	0.425262000000032	4.594034208395803	121.6512676285349	-61.498940000000005	-704155.6601699151	907.0559457193378	-3146.1875	-575226.2825462269	1174.5769358161053	-2963.5
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	2	34	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	37277324	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0415864867566	1.422503329488701	-0.06472800000000234	-2.6905702863568215	122.90103231642118	347.775307	-704127.573681909	906.4845717798524	-1299.0625	-575217.2444715142	1184.0769108282323	-1326.875
A89_2C_256_257_MAP8_112_321	A89_2C_256_257_MAP8	256|257	MAP8	3	35	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_256_257_MAP8_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	37281448	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	299.9965664197901	1.4368892115334266	0.2993470000000116	0.9094187816091959	123.21345172082124	-38.813103000000005	-704220.0466329335	886.0455705040397	-2702.3125	-575329.0590329835	1156.8763619208307	-2573.6875
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	1	36	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_1/prod_20ns.log	True	True	True	True	True	True	31288460	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0648357526237	1.5595264811892464	0.8202820000000202	1.8371787636181913	137.60173454987978	118.87549599999998	-584829.041448026	835.4389161694245	-2731.8125	-476446.5573150925	1092.6507234672986	-2435.53125
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	2	37	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_2/prod_20ns.log	True	True	True	True	True	True	31291764	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	299.9596314292853	1.5738263704496875	-2.519408999999996	4.3850673163418294	131.40983448913155	-4.181121999999988	-584931.9190092454	834.7017365114708	-4652.0625	-476587.4347357571	1105.021771610441	-5562.03125
A89_2C_155_156_MAP8_112_321	A89_2C_155_156_MAP8	155|156	MAP8	3	38	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.tpr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.xtc	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.gro	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.edr	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.cpt	results/broad_dynamics_009/gromacs/systems/A89_2C_155_156_MAP8_112_321/replica_3/prod_20ns.log	True	True	True	True	True	True	31292024	20.0	201	210	3363	True	True	mdanalysis_unwrap_center_applied	finite	300.0453172858571	1.5835547112731405	2.9064940000000092	-2.7561376941529234	134.70901307087738	280.106918	-584839.8350512243	843.3313044894118	-2295.6875	-476464.40072151425	1101.7135515179646	-1245.84375
