path	file_name	suffix	size_bytes	sha256	git_status_at_start	task009_provenance_role	task010_handling_strategy
results/broad_dynamics_009/local_multimer/output/A89_2C_256_257_MAP8_trimer_tagged_WT_WT_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_052.pdb	A89_2C_256_257_MAP8_trimer_tagged_WT_WT_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_052.pdb	pdb	620217	97351ec4293eefcdb6fa646887a8a0ea1c7fd9ef014e62d5d5e21c28d7d7937a	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_256_257_MAP8_trimer_tagged_WT_WT_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_051.pdb	A89_2C_256_257_MAP8_trimer_tagged_WT_WT_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_051.pdb	pdb	620217	97351ec4293eefcdb6fa646887a8a0ea1c7fd9ef014e62d5d5e21c28d7d7937a	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT.a3m	A89_2C_288_289_HA_trimer_tagged_WT_WT.a3m	a3m	1326	5ac07abe2981a0eb55c966d5f8c7c67f2d292a225cb5c65256889a54fc0ae190	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT.done.txt	A89_2C_288_289_HA_trimer_tagged_WT_WT.done.txt	txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	untracked	local_multimer_raw_output_or_metadata	preserve_server_side;metadata_captured_by_task010_inventory
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_coverage.png	A89_2C_288_289_HA_trimer_tagged_WT_WT_coverage.png	png	53297	229981940d2ac2d8960fae49e2f8a885f22a4828914e403631c90b39bf8d62e1	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_pae.png	A89_2C_288_289_HA_trimer_tagged_WT_WT_pae.png	png	17232	a9857bf2b1cbab5982f2120fc12dc0615f84f56dcdbce258086ce04d31fc93d7	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_plddt.png	A89_2C_288_289_HA_trimer_tagged_WT_WT_plddt.png	png	40958	95982628c5a15d1409931a24c5c94a28038ed545a6fad9a9f1a9b3c68f773008	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_predicted_aligned_error_v1.json	A89_2C_288_289_HA_trimer_tagged_WT_WT_predicted_aligned_error_v1.json	json	4725929	e3023f6bed349aaa3ca387c0c9c8f3c9d89570bd13635742d32ecee5bb2da271	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_scores_rank_001_alphafold2_multimer_v3_model_1_seed_052.json	A89_2C_288_289_HA_trimer_tagged_WT_WT_scores_rank_001_alphafold2_multimer_v3_model_1_seed_052.json	json	4730785	e4066a154ef1d6e6753fbf15168a2f8b863ab5da7568bf2f19aad265cae30b3f	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_scores_rank_002_alphafold2_multimer_v3_model_1_seed_051.json	A89_2C_288_289_HA_trimer_tagged_WT_WT_scores_rank_002_alphafold2_multimer_v3_model_1_seed_051.json	json	4730785	e4066a154ef1d6e6753fbf15168a2f8b863ab5da7568bf2f19aad265cae30b3f	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_052.pdb	A89_2C_288_289_HA_trimer_tagged_WT_WT_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_052.pdb	pdb	622566	9c4eb89ff35da5be73dcc603e60e91b609d5d42fcec9e84adef88adf3aa3cb2b	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_288_289_HA_trimer_tagged_WT_WT_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_051.pdb	A89_2C_288_289_HA_trimer_tagged_WT_WT_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_051.pdb	pdb	622566	9c4eb89ff35da5be73dcc603e60e91b609d5d42fcec9e84adef88adf3aa3cb2b	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT.a3m	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT.a3m	a3m	1318	d551f90edf373c0ebecaeb83e26ba21cd6ec52fa87e70d56406e72ee5092b8e3	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT.done.txt	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT.done.txt	txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	untracked	local_multimer_raw_output_or_metadata	preserve_server_side;metadata_captured_by_task010_inventory
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_coverage.png	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_coverage.png	png	53298	bb0862fcee7544f0492c84ba04bd6fa398d9aef8141ae28ab99f80073e2423c3	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_pae.png	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_pae.png	png	17227	d637d8122fa2533366e3ffd297e6ced773dcd2594162563473c23bc74b5c9752	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_plddt.png	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_plddt.png	png	40946	edbee1c954f9ec8577441deda1b33c87990858d9e81ec329a5fe006597c923e3	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_predicted_aligned_error_v1.json	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_predicted_aligned_error_v1.json	json	4687121	25b5f92e62c93d73316b6880710645c66f2a650c8a233f86681105759d15191c	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
results/broad_dynamics_009/local_multimer/output/A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_scores_rank_001_alphafold2_multimer_v3_model_1_seed_052.json	A89_2C_289_290_G196_minimal_trimer_tagged_WT_WT_scores_rank_001_alphafold2_multimer_v3_model_1_seed_052.json	json	4691957	7257369b69d29aecb1d5cd34faba21695ef403a3ad174461af686f86ab02d34c	untracked	local_multimer_raw_output_or_metadata	preserve_server_side_not_git_added_bulk_or_nonfinite_raw_model_output
